track_id,track_name,artist_name,danceability,energy,tempo,valence
5FLkxbVtsn88ejcLR62L4T,Angeklagt,Bonez MC,0.658,0.624,181.942,0.314
2vHzOWRKYPLu8umRPIFuOq,Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",0.832,0.817,104.985,0.324
6lt8iodSkYWEV0ifKCSlfg,Stripes Like Burberry,"Future, Lil Uzi Vert",0.758,0.574,144.081,0.706
72i5s3SBDEkaRUOgUTlkfO,In Your Head,Eminem,0.618,0.792,82.723,0.199
6bMIExEulvwM2X6zsuiYwr,MiAMi (feat. Gunna),"Tory Lanez, Gunna",0.674,0.862,160.073,0.357
6bpq1jGkVz66Q3LYeoXdjZ,SCOOP (feat. Doja Cat),"Lil Nas X, Doja Cat",0.841,0.527,163.975,0.582
6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","24kGoldn, Justin Bieber, J Balvin, iann dior",0.721,0.745,90.988,0.699
2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,BTS,0.651,0.756,121.96,0.473
1HLaJowFbNM3MPyqnk5vjW,Labios Mordidos (with KAROL G),"Kali Uchis, KAROL G",0.715,0.886,90.005,0.748
5BKiMkWucQVb7wrFi29VtX,3D (Alternate Ver.),Jung Kook,0.865,0.785,108.031,0.836
2rFsFjq0D9JAmc0APpCO6P,Blastoff (feat. Juice WRLD),"Internet Money, Trippie Redd, Diplo, Juice WRLD",0.761,0.517,147.912,0.46
2aJnyNu4PQxQ2lyj5boiMG,I Hate U,SZA,0.533,0.417,106.534,0.376
5lkpeJwmQKgY3bX2zChjxX,Someone Like You,Adele,0.556,0.319,135.187,0.294
4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,"CKay, Dj Yo!, AX'EL",0.579,0.596,119.9,0.443
7lvDsmTRXFE3dK4OjvRiWB,Pasoori,"Shae Gill, Ali Sethi",0.714,0.596,91.991,0.669
51922FOX7bXrEU4jSoxkY5,5 Songs in einer Nacht,Capital Bra,0.877,0.903,97.997,0.248
30Y4CV7A6YqtQtTTo7Ue4j,Mean (Taylor's Version),Taylor Swift,0.524,0.692,163.874,0.621
0FFsgUoFibYISzMxuGS61W,I Don't Do Drugs (feat. Ariana Grande),"Doja Cat, Ariana Grande",0.683,0.615,77.014,0.45
7omJfT9s6V2IpQNBYyq5C8,MY HOUSE,Beyoncé,0.494,0.849,181.428,0.512
2BcnxwxBuar5wjCaLqm5N3,Until I Bleed Out,The Weeknd,0.245,0.394,115.233,0.148
0TFVOjSvPTjFHkiZZekK5k,Pineapple (feat. Gucci Mane & Quavo),"Ty Dolla $ign, Gucci Mane, Quavo",0.964,0.555,130.017,0.338
0pDaqgIForVNO4jrtTxcWT,Agora Vai Sentar,MC's Jhowzinho & Kadinho,0.814,0.653,130.099,0.706
0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,0.774,0.739,126.002,0.823
1hz7SRTGUNAtIQ46qiNv2p,"GONE, GONE / THANK YOU","Tyler, The Creator",0.518,0.492,78.848,0.471
7KhHA3mzt7A3LFlOJEAKpI,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",0.509,0.689,170.087,0.297
1sXr6moCwVxwKEgSPxhVvF,Apaga El Cel,"Calle 24, Chino Pacas",0.744,0.842,125.258,0.814
5s6pKnF3ZPtuqvEx1i1V7U,Hittas,Lil Wayne,0.788,0.765,144.049,0.666
6b2mfHMqWCA74XmUuVJm8r,I Know,Post Malone,0.666,0.603,102.94,0.262
0tPQPaOKM32WgMSbPCYyRH,Dirty Sexy Money (feat. Charli XCX & French Montana),"David Guetta, AFROJACK, Charli XCX, French Montana",0.721,0.873,79.943,0.552
1cCXT1cErAY6tmIqHbodrt,The Remorse,Drake,0.473,0.53,74.732,0.637
7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila Cabello,0.455,0.292,84.339,0.43
3QQAeMQbbjZXVFbF8DgFWT,FIRST LOVE,"Oscar Ortiz, Edgardo Nuñez",0.694,0.588,73.929,0.794
3CboywxfJIgvHqi2FF4exb,Loverboy,A-Wall,0.604,0.466,120.045,0.499
4sx6NRwL6Ol3V6m9exwGlQ,LOVE AGAIN,The Kid LAROI,0.662,0.398,107.001,0.468
7KWKWJnbGJ3Soag6Oopion,CACHORRINHAS,Luísa Sonza,0.709,0.696,98.119,0.484
42Xba467wgGvYrR2EE6s0i,Cigarettes,Juice WRLD,0.597,0.615,160.014,0.467
4evLyY5Ue1Wesc61t2KXAU,Superman (Taylor’s Version),Taylor Swift,0.533,0.742,131.93,0.356
4qsOrxBv09HhNSpsgMRXdC,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",0.799,0.685,122.013,0.623
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,0.6,0.663,121.07,0.286
2hloaUoRonYssMuqLCBLTX,bloodline,Ariana Grande,0.758,0.665,151.976,0.643
0uHrMbMv3c78398pIANDqR,Europapa,Joost,0.708,0.943,160.091,0.5
0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,"Tiësto, KAROL G",0.77,0.787,119.986,0.513
5ZX1X9Rl4zbx1Wwyn3idVD,No Peace,"Sam Smith, Yebba",0.66,0.542,135.828,0.152
2eMwDehkIC1j68U6FA3Eiq,XO Tour Llif3,Lil Uzi Vert,0.732,0.75,155.096,0.401
503OTo2dSqe7qk76rgsbep,Still D.R.E.,"Dr. Dre, Snoop Dogg",0.816,0.775,93.431,0.527
6a1hzBiTkgqTsDA0Xgfh9z,Santa Claus Is Coming To Town,The Jackson 5,0.682,0.577,147.331,0.943
2kVHAQKVtczchKctctzbtK,Swish Swish,"Katy Perry, Nicki Minaj",0.836,0.716,119.938,0.534
5hslUAKq9I9CG2bAulFkHN,It's the Most Wonderful Time of the Year,Andy Williams,0.24,0.598,201.629,0.776
1F9kEuwT29fgqlovIclu81,love race (feat. Kellin Quinn),"mgk, Kellin Quinn",0.517,0.848,95.906,0.429
5XzombolzpiaOSTdj1W0VS,Bleed,A Boogie Wit da Hoodie,0.698,0.572,71.446,0.391
5KQxun2WxwDMsV7HCN2ONK,Rich MF (feat. Lil Durk),"Trippie Redd, Polo G, Lil Durk",0.756,0.698,77.497,0.66
1e0Wxoraz9IzFhREDqgJAe,Butter - Instrumental,BTS,0.429,0.387,109.893,0.41
29uWfSrklmIxzRIqFFK9jj,Self,Khalid,0.618,0.693,143.98,0.439
1jlnBQGP2DtSEhMgQaz7a7,Haute (feat. J Balvin & Chris Brown),"Tyga, J Balvin, Chris Brown",0.946,0.723,102.956,0.349
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),"Marshmello, Halsey",0.63,0.633,93.995,0.452
23OYT3SFtoJqhiAUqktbc1,No Return (with The Kid LAROI & Lil Durk),"Polo G, The Kid LAROI, Lil Durk",0.479,0.645,155.057,0.381
1fipvP2zmef6vN2IwXfJhY,I’m Ready (with Demi Lovato),"Sam Smith, Demi Lovato",0.501,0.674,155.051,0.152
7ILEWkpfdK6AjH2D7jppWk,Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink",0.661,0.395,82.028,0.679
1e4rwBPVI32vZtTJu7mJ4J,Chun-Li,Nicki Minaj,0.686,0.73,128.943,0.474
2LW4Zu7FcrwjWm3t5Rv3Oq,El Farsante,Ozuna,0.753,0.732,120.056,0.325
2Tq2R8sRftNEqdgJK5HadO,My My My!,Troye Sivan,0.699,0.479,102.959,0.462
2FPfeYlrbSBR8PwCU0zaqq,Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,0.262,0.137,92.183,0.288
4kGdnA7FzSVsXC29LPghej,Revoada No Colchão,"Zé Felipe, Marcynho Sensação",0.704,0.936,170.063,0.96
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,0.778,0.559,129.989,0.678
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),"R3HAB, A Touch Of Class",0.733,0.859,124.948,0.52
6V9kwssTrwkKT72imgowj9,My Type,"The Chainsmokers, Emily Warren",0.604,0.603,94.989,0.15
6Ww0J5EFjiPxkgZpEkRQVN,Nowhere Fast (feat. Kehlani),"Eminem, Kehlani",0.708,0.729,79.024,0.644
0MLu1cFYL4ikdRTdasCQT9,M' Manc (con Geolier & Sfera Ebbasta),"Shablo, Geolier, Sfera Ebbasta",0.703,0.704,139.933,0.725
3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,Mitski,0.504,0.308,113.95,0.121
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,0.545,0.545,159.94,0.549
4Sib57MmYGJzSvkW84jTwh,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",0.614,0.839,182.123,0.657
2yg7MXp8nSPaf61HVkhEr3,The Void,Kid Cudi,0.464,0.459,142.017,0.0786
4b7mLZQWsy0rLnrMtPA9fQ,borderline (feat. Missy Elliott),"Ariana Grande, Missy Elliott",0.761,0.818,110.99,0.348
1WoM4mof0Nl1xPtwf6h6ow,FLY,"KC Rebell, Summer Cem",0.835,0.596,100.706,0.897
6kYGOFNUMxpab09L5Ukoke,Rich Spirit,Kendrick Lamar,0.852,0.421,95.977,0.457
43eRVwfXFkY3kXN4K47gNT,Chico,Luísa Sonza,0.736,0.313,99.992,0.43
6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),"Sofía Reyes, Rita Ora, Anitta",0.764,0.752,100.066,0.698
7iwJOi3hlMqZt6pj1sQOBj,VISTA AL MAR,Quevedo,0.759,0.561,104.915,0.491
2ktoFujjJtantyMoVdBJlX,Pa Olvidarte (feat. Manuel Turizo) - Remix,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",0.724,0.791,176.011,0.856
7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,0.345,0.941,179.626,0.407
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),"Post Malone, Swae Lee",0.672,0.717,160.981,0.225
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,0.448,0.838,139.863,0.254
5IlLm20JXhKbMtsH20NblC,lo que hay x aquí,Rels B,0.807,0.49,80.522,0.739
4eNOLmx8r2IJAVKvBBL1jv,Headshot (feat. Polo G & Fivio Foreign),"Lil Tjay, Polo G, Fivio Foreign",0.808,0.639,118.0,0.395
3IznIgmXtrUaoPWpQTy5jB,Not Allowed,TV Girl,0.67,0.905,104.965,0.563
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),"Chris Brown, Drake",0.696,0.454,92.928,0.136
343YBumqHu19cGoGARUTsd,Fake Love,Drake,0.928,0.481,134.007,0.613
6rDaCGqcQB1urhpCrrD599,Album of the Year - Freestyle,J. Cole,0.705,0.816,94.211,0.929
4d1CG5ei1E2vGbvmgf5KKv,This Love (Taylor’s Version),Taylor Swift,0.47,0.494,144.039,0.0524
2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,0.594,0.612,179.629,0.687
1tp1xMJ1uaOktksskS0Fzs,Curve (feat. The Weeknd),"Gucci Mane, The Weeknd",0.76,0.476,147.01,0.354
3lCbsHaN1wCxyDzcNN2x4N,Si Me Tomo Una Cerveza,"Migrantes, Alico",0.721,0.612,85.081,0.86
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",0.463,0.642,83.389,0.339
5VTqW8raQYnj2avZ27nO2a,penhasco.,Luísa Sonza,0.43,0.467,77.249,0.382
7ySUcLPVX7KudhnmNcgY2D,S&M,Rihanna,0.769,0.684,127.972,0.835
3JDPPLA5oReVAkrEDcBllG,Shit Changed,"Ufo361, Sonus030",0.826,0.528,157.001,0.318
3BnDvpeuGOj21Ir2aVEtQo,Calm Down,Rema,0.814,0.789,107.003,0.842
2CIYemjFXdmCWpJnfbtrD6,New Normal,Khalid,0.39,0.534,92.047,0.244
4ecVWqbtW6phQGpZMAyqIU,Not Shy,ITZY,0.776,0.911,101.027,0.56
3ZdDYeaZzeYnrP4crgXzPk,90-60-111,Shirin David,0.8,0.628,143.979,0.745
4Q8aDd3H6LF8t4eY7So9O8,Light It Up (with Tyga & Chris Brown),"Marshmello, Tyga, Chris Brown",0.81,0.625,100.019,0.598
0B6g379TMw0nYGXA7y5xHz,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Metro Boomin, Future, Lil Uzi Vert",0.774,0.549,135.016,0.28
1EoEU4HY57qaITp06TkC6B,Goteo,Duki,0.473,0.779,108.287,0.438
5Zlb01Jcn0Ld49zazzZJSB,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,"TWISTED, Oliver Tree, Fast & Furious: The Fast Saga",0.604,0.601,139.88,0.156
0SfG57HqtBNqKN9O27fo1s,Racks on Racks,Lil Pump,0.822,0.484,150.061,0.0934
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,0.514,0.73,171.005,0.334
2rizacJSyD9S1IQUxUxnsK,All We Know,"The Chainsmokers, Phoebe Ryan",0.662,0.586,90.0,0.296
3ZBksMOUTbOTIgIwV0RaLg,You Owe Me,The Chainsmokers,0.679,0.435,89.996,0.326
5KbBGUpIZd6gVFUU8tqYiQ,Si Se Da,"Myke Towers, Farruko",0.83,0.71,93.977,0.703
7wC76LWyNxaP3hjGzbWOcN,CABRIOLET (feat. Sfera Ebbasta),"Salmo, Sfera Ebbasta",0.548,0.531,150.058,0.309
0YqTL3nSL36OFdHwHoqCag,MODO TURBO,"Luísa Sonza, Pabllo Vittar, Anitta",0.655,0.726,160.064,0.766
6s2wpWPFPAgKg2LXxi1Oee,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,0.357,0.668,139.986,0.407
21yRtB6B8EMounImAfHRCP,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator, A$AP Rocky",0.706,0.485,115.414,0.144
6MOst484piqXpzPPRRe8i5,vice city,XXXTENTACION,0.853,0.467,87.023,0.329
4dSoDnmR9opAQ8KxUc9SbC,Mad Love,"Sean Paul, David Guetta, Becky G",0.793,0.824,98.019,0.611
1NlK2NtpuUazpziLhnJwEV,Phantom Regret by Jim,The Weeknd,0.394,0.519,110.113,0.241
0yL7K9MzC20uBesZTPY81r,Pandora,"DJ Matt D, Menor MC, MC GP, Vulgo FK",0.688,0.458,124.553,0.559
7EmGUiUaOSGDnUUQUDrOXC,Wolves,"Selena Gomez, Marshmello",0.715,0.802,124.989,0.327
1MTXYvJ9TSqg9x6WPCDx2n,3AM on Glenwood,21 Savage,0.475,0.692,181.167,0.241
6T0sEnqjmHISIKwFETeeiP,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,0.699,0.621,118.048,0.344
0YeUVm23SAkUruwEx9LWnt,Savior,"Kendrick Lamar, Baby Keem, Sam Dew",0.605,0.692,124.84,0.685
6MjNilJCVKJq0LfFvo5jWJ,Fast,Juice WRLD,0.623,0.608,84.98,0.263
0Y4hwUppbGc8aIBmiTz30A,Familiar,"Liam Payne, J Balvin",0.636,0.805,92.958,0.908
7f5trao56t7sB7f14QDTmp,Juicy,"Doja Cat, Tyga",0.785,0.652,170.024,0.484
05WepN8vrMLJG5r8XRdLeL,INTRO,DaBaby,0.862,0.685,100.024,0.672
0CBFOvHlyqy30Q5tbyNHfQ,Want To,Dua Lipa,0.572,0.691,92.082,0.318
6R9c642Hs3tOdLowjYaWt2,Love/Hate Letter To Alcohol (with Fleet Foxes),"Post Malone, Fleet Foxes",0.475,0.569,108.007,0.0395
5GNjiM8jZCgbqjHklAcT9e,All I Am,Jess Glynne,0.755,0.682,122.049,0.498
1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,0.453,0.35,72.017,0.279
5sCwso3aURYAdieWEFI1nE,Icy (feat. Gucci Mane),"Logic, Gucci Mane",0.827,0.522,151.99,0.477
42m3eP1JJhtzffal9B136J,7am On Bridle Path,Drake,0.724,0.531,89.901,0.141
3XIXklO3e0uWUAUkOR7NLI,DENTRO DA HILUX,"Luan Pereira, Mc Daniel, MC Ryan SP",0.73,0.517,129.987,0.362
21N4Buj4xsyLb218lYle61,Chica Ideal,"Sebastian Yatra, Guaynaa",0.574,0.891,100.978,0.707
0D5CXSUx8GOCHSY8KWgi9h,Yuck,Logic,0.619,0.798,156.151,0.71
5TOgxgZrIZzvaKg9r2bvc2,Chemical,Post Malone,0.49,0.894,169.908,0.38
7COGuXyTr12KvdaYXMqheC,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","BANDIDO, Duki, Rei, Tiago PZK",0.769,0.812,180.003,0.926
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Lana Del Rey,0.215,0.203,78.287,0.143
7HC7R2D8WjXVcUHJyEGjRs,Breathe (feat. Colbie Caillat) (Taylor’s Version),"Taylor Swift, Colbie Caillat",0.506,0.626,148.035,0.321
2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",0.793,0.476,129.992,0.578
2D1MK9oaxy7axXggy3iVbp,Rich Sex (feat. Lil Wayne),"Nicki Minaj, Lil Wayne",0.879,0.635,146.97,0.568
6vxU64pcIuQ38O015Zy4qj,Homecoming,Lil Uzi Vert,0.929,0.563,129.957,0.353
2uaiyLKnYvazyfR0Ky3Kbk,Let Me Down Slowly,Alec Benjamin,0.649,0.548,150.036,0.506
4IJEw3fDvS6XF4sDc3bvjK,AYA,"Murda, Ezhel",0.743,0.68,180.059,0.694
7lgA34nFXxjqQgyLkPUcLv,Jenny (I Wanna Ruin Our Friendship),Studio Killers,0.668,0.799,133.929,0.563
4z3GJkrtH97Bj6fRta983T,Robarte un Beso,"Carlos Vives, Sebastian Yatra",0.748,0.884,95.046,0.678
03iCbZaM4OkRR4We6wIzvx,IDOL,"BTS, Nicki Minaj",0.709,0.857,126.038,0.446
6DUdDIRgLqCGq1DwkNWQTN,Borro Cassette,Maluma,0.73,0.701,175.95,0.785
3i058E8uxTsYqJ5NWZzqSj,Little Freak,Harry Styles,0.559,0.535,141.96,0.402
3B0irDyS69y5eAz15xV2Ee,Wake Me Up,Avicii,0.532,0.783,124.084,0.643
6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),"Major Lazer, Justin Bieber, MØ",0.608,0.798,92.943,0.501
5esKpsrB3TbGHwFaAjIGMx,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),"A$AP Ferg, Nicki Minaj, MadeinTYO",0.809,0.68,143.988,0.0653
5U4laaEEChW8FOtZXCu8C7,Put On A Smile,"Bruno Mars, Anderson .Paak, Silk Sonic",0.548,0.627,143.994,0.493
1nYeVF5vIBxMxfPoL0SIWg,Hallucinate,Dua Lipa,0.627,0.69,122.053,0.627
733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",0.819,0.654,133.503,0.455
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,0.781,0.728,102.99,0.395
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,A$AP Ferg,0.797,0.844,170.142,0.52
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,0.709,0.548,83.995,0.543
2dxky69jKzbtUfA3Hl8Nuo,Soldi,Mahmood,0.69,0.581,94.904,0.372
7qq0EOPW4RRlqdvMBmdd73,Crazy Over You,BLACKPINK,0.804,0.633,115.002,0.67
5XkyZyKMdFungjDb9cUKc3,A Brand New Day (BTS World Original Soundtrack) (Pt. 2),"BTS, Zara Larsson",0.804,0.498,105.008,0.704
75pQqzwgCjUOSSy5CpmAjy,Pero Ya No,Bad Bunny,0.882,0.612,147.982,0.742
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",0.458,0.535,82.826,0.216
78Sw5GDo6AlGwTwanjXbGh,Here With Me,d4vd,0.574,0.469,132.023,0.288
1eaqMiiUn2P7MnqJK4XeK0,TALKING,"¥$, Kanye West, Ty Dolla $ign",0.463,0.453,148.741,0.334
2VzCjpKvPB1l1tqLndtAQa,Por las Noches,Peso Pluma,0.807,0.595,92.491,0.392
2il7ZxLzVhPxMHNidnsa3I,"Merry Christmas, Happy Holidays",*NSYNC,0.655,0.942,105.007,0.764
6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down (feat. Quavo),"Liam Payne, Quavo",0.869,0.485,106.028,0.527
1s2B5cndbqK8rPJEIcKJRQ,Vaina Loca,"Ozuna, Manuel Turizo",0.754,0.805,93.983,0.555
7gbpozqwdFoqvv19BTk2hu,Sanctify,Olly Alexander (Years & Years),0.667,0.624,101.96,0.19
2r1T6xGTVaNAqBoPH4lZEE,Waste It On Me (feat. BTS),"Steve Aoki, BTS",0.669,0.684,96.097,0.466
2FiSTH0GYpIioUgjfzMIja,Stay (feat. Maty Noyes),"Kygo, Maty Noyes",0.648,0.736,103.027,0.378
2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay,0.727,0.739,93.005,0.533
6r7ULK6c5CLVvImjTIztl1,Floor 555,XXXTENTACION,0.695,0.686,105.219,0.354
4FRW5Nza1Ym91BGV4nFWXI,Lemon Pepper Freestyle (feat. Rick Ross),"Drake, Rick Ross",0.77,0.637,94.966,0.431
4AYtqFyFbX0Xkc2wtcygTr,Soon You’ll Get Better (feat. The Chicks),"Taylor Swift, The Chicks",0.433,0.182,207.476,0.421
06FCvd7rrRcF3DdvWH5Isp,LUST.,Kendrick Lamar,0.678,0.562,94.241,0.566
116H0KvKr2Zl4RPuVBruDO,MIA,"Bad Bunny, Drake",0.817,0.539,97.062,0.158
0ZoHHROTzwIYeNAHRPedTY,Driving Home for Christmas,Chris Rea,0.603,0.705,90.12,0.89
4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,0.847,0.622,130.001,0.22
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),"mgk, blackbear",0.731,0.675,124.939,0.298
0OWZFobGSIW9GrSlQ9C5pc,Marry Me,Thomas Rhett,0.333,0.412,85.028,0.474
0I20rLT2MJDhcF96AjbNYo,Stay,"Zedd, Alessia Cara",0.69,0.622,102.039,0.543
18vXApRmJSgQ6wG2ll9AOg,RAPSTAR,Polo G,0.789,0.536,81.039,0.437
2D2w9943rsnJOGCrI4aMQp,My Choppa Hate Niggas,"21 Savage, Metro Boomin",0.862,0.274,77.492,0.154
4UAW2gObi5o6sJla0qZpPn,Mariners Apartment Complex,Lana Del Rey,0.528,0.284,76.012,0.172
6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,The Weeknd,0.702,0.77,107.951,0.593
3XjvMZqm2AQ8thMCD6w9w2,Mas Rica Que Ayer,"Anuel AA, Mambo Kingz, DJ Luian",0.818,0.666,93.95,0.529
6PoKfDY78ih5OveWirggRX,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),"Lil Baby, Gunna, Lil Durk, NAV",0.859,0.506,140.973,0.153
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,Peggy Gou,0.671,0.876,129.998,0.964
4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),"Kanye West, Lil Pump",0.901,0.522,104.053,0.329
7AVyve7cFYTd51ha5i9kE2,Down Under (feat. Colin Hay),"Luude, Colin Hay",0.308,0.861,171.966,0.0386
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",0.778,0.824,100.024,0.758
05tGmdz9dVZ4yGqz4YJdPK,La Intención,"Christian Nodal, Peso Pluma",0.794,0.738,131.857,0.838
0OMt4Qyetdbw2eUEvKBdHH,Remind Me,Eminem,0.764,0.867,93.969,0.767
1p1SbqeipOd4ezKUpxqaz6,"Baby, You Make Me Crazy",Sam Smith,0.513,0.648,169.743,0.497
5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""",Sam Smith,0.584,0.407,115.124,0.341
4RzpCjByV1NWUGKVQGuej6,Internet,Post Malone,0.469,0.489,74.013,0.201
1mdJ39D1lrR3aWIOhgeNaE,Wir ticken,"Capital Bra, Samra",0.63,0.692,179.877,0.82
6qCsKKS7Ol63SJW3LOIX5R,Plastic Hearts,Miley Cyrus,0.551,0.756,175.984,0.618
70lnL3QaSOIIyMa2X9aVRL,Perro Fiel (feat. Nicky Jam),"Shakira, Nicky Jam",0.75,0.76,183.817,0.893
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",0.808,0.745,165.995,0.829
01Qb6dN5suQNu87VJ1mIpf,Did It Again,Lil Tecca,0.699,0.575,148.767,0.234
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",0.558,0.559,78.558,0.62
7e1VoRlNumuEkXlITMHKLE,Me Gusta (with Cardi B & Myke Towers),"Anitta, Myke Towers, Cardi B",0.91,0.604,110.075,0.807
222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),"Little Mix, Nicki Minaj",0.754,0.854,75.002,0.8
6sTDhYVVXU3HSDuG7mBLRU,Guatemala - From Swaecation,"Rae Sremmurd, Swae Lee, Slim Jxmmi",0.849,0.699,100.989,0.0778
65kp3OFn7JXbCvkm3m2Ui2,Two®,Lil Uzi Vert,0.266,0.642,75.022,0.0371
38RIEav39FGi86jppxO0du,Ignorantes,"Bad Bunny, Sech",0.85,0.536,96.029,0.505
2plLJpUcYPFrl1sW2pMG63,Lights Up,Harry Styles,0.585,0.62,101.939,0.281
5IQvs70wHdurk63TnCV6ZP,We Made It,"t-low, Miksu / Macloud",0.782,0.711,116.049,0.771
4srcMdbm2qzVG98tJajHxp,Pantysito,"Alejo, Feid, ROBI",0.83,0.739,97.993,0.631
1xndOD8CreR5ctkOv5G1LN,Scooby Doo Pa Pa,Dj Kass,0.91,0.754,120.939,0.63
75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,0.629,0.547,108.375,0.197
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"Billie Eilish, Khalid",0.351,0.296,115.284,0.12
5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,0.475,0.846,96.036,0.451
5rJ7bdPmr8nfmm2JQ8xHOz,POP!,NAYEON,0.793,0.859,97.001,0.392
6cFZ4PLC19taNlpl9pbGMf,Somebody To Love - Remastered 2011,Queen,0.497,0.693,111.539,0.358
32OWobmyAz8J2qA8iWekyS,Mistletoe,Justin Bieber,0.666,0.543,161.947,0.881
0rFQ5cKYJ9WtHSKp9sxVYt,Heartless (feat. Morgan Wallen),"Diplo, Morgan Wallen",0.764,0.555,111.004,0.255
6sBWmE23q6xQHlnEZ8jYPT,Step Into Christmas - Remastered 1995,Elton John,0.526,0.925,140.308,0.819
2HolBGR6tpiWI80MXoV1dJ,Payday (feat. Young Thug),"Doja Cat, Young Thug",0.619,0.707,168.995,0.558
2zY1iTaEgs8ROkkWtWLe7l,Ropa Cara,Camilo,0.813,0.549,169.947,0.646
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,0.593,0.935,99.976,0.783
6OZwia8loN0aPS0vTvsBjR,TOUT VA BIEN (feat. Ninho & Naps),"Alonzo, Ninho, Naps",0.66,0.72,99.937,0.628
5DfWF0jqMgZDCiu9zJENTA,Ring (feat. Kehlani),"Cardi B, Kehlani",0.767,0.543,106.029,0.485
